"bsm","sbbsm","jczb","bjyz","pdgz","bjjb","sjlx","bz","create_by","create_time","update_by","update_time","delete_flag","zxlx","group_id","plzhbsm","order_num","yzsx","yzxx","max_threshold","min_threshold"
"1992872992484536322",GWSBSZSC-003,RQ0101,50.000000,4,3,rq_sjlx_1,,662,2025-11-24 16:28:41.924,662,2025-11-24 16:28:41.924,1,1,1,"1992872992480342018",2,0.000,0.000,,
"1992872992492924930",GWSBSZSC-004,RQ0101,20.000000,2,3,rq_sjlx_1,,662,2025-11-24 16:28:41.924,662,2025-11-24 16:28:41.924,1,1,1,"1992872992492924929",1,0.000,0.000,,
"1992872992492924931",GWSBSZSC-004,RQ0101,50.000000,4,3,rq_sjlx_1,,662,2025-11-24 16:28:41.924,662,2025-11-24 16:28:41.924,1,1,1,"1992872992492924929",2,0.000,0.000,,
"1992872992505507843",GWSBSZSC-005,RQ0101,20.000000,2,3,rq_sjlx_1,,662,2025-11-24 16:28:41.924,662,2025-11-24 16:28:41.924,1,1,1,"1992872992505507842",1,0.000,0.000,,
"1992872992505507844",GWSBSZSC-005,RQ0101,50.000000,4,3,rq_sjlx_1,,662,2025-11-24 16:28:41.924,662,2025-11-24 16:28:41.924,1,1,1,"1992872992505507842",2,0.000,0.000,,
"1992872992518090754",GWSBSZSC-006,RQ0101,20.000000,2,3,rq_sjlx_1,,662,2025-11-24 16:28:41.924,662,2025-11-24 16:28:41.924,1,1,1,"1992872992518090753",1,0.000,0.000,,
"1992872992518090755",GWSBSZSC-006,RQ0101,50.000000,4,3,rq_sjlx_1,,662,2025-11-24 16:28:41.924,662,2025-11-24 16:28:41.924,1,1,1,"1992872992518090753",2,0.000,0.000,,
"1992872992526479363",HJF029,RQ0101,20.000000,2,3,rq_sjlx_1,,662,2025-11-24 16:28:41.925,662,2025-11-24 16:28:41.925,1,1,1,"1992872992526479362",1,0.000,0.000,,
"1992872992526479364",HJF029,RQ0101,50.000000,4,3,rq_sjlx_1,,662,2025-11-24 16:28:41.925,662,2025-11-24 16:28:41.925,1,1,1,"1992872992526479362",2,0.000,0.000,,
"1992872992534867970",HJF030,RQ0101,20.000000,2,3,rq_sjlx_1,,662,2025-11-24 16:28:41.925,662,2025-11-24 16:28:41.925,1,1,1,"1992872992534867969",1,0.000,0.000,,
"1992872992534867971",HJF030,RQ0101,50.000000,4,3,rq_sjlx_1,,662,2025-11-24 16:28:41.925,662,2025-11-24 16:28:41.925,1,1,1,"1992872992534867969",2,0.000,0.000,,
"1992872992736194563",SX▪F002,RQ0101,20.000000,2,3,rq_sjlx_1,,662,2025-11-24 16:28:41.930,662,2025-11-24 16:28:41.930,1,1,1,"1992872992736194562",1,0.000,0.000,,
"1992872992736194564",SX▪F002,RQ0101,50.000000,4,3,rq_sjlx_1,,662,2025-11-24 16:28:41.930,662,2025-11-24 16:28:41.930,1,1,1,"1992872992736194562",2,0.000,0.000,,
"1992872992744583170",SX▪F003,RQ0101,20.000000,2,3,rq_sjlx_1,,662,2025-11-24 16:28:41.930,662,2025-11-24 16:28:41.930,1,1,1,"1992872992744583169",1,0.000,0.000,,
"1992872992744583171",SX▪F003,RQ0101,50.000000,4,3,rq_sjlx_1,,662,2025-11-24 16:28:41.930,662,2025-11-24 16:28:41.930,1,1,1,"1992872992744583169",2,0.000,0.000,,
"1868915766150180867","318148583000",RQ0101,20.000000,4,3,rq_sjlx_1,,725,2024-12-17 15:06:56.142,725,2024-12-17 15:06:56.142,1,1,1,"1868915766150180865",2,,,,
"1868915766150180866","318148583000",RQ0101,5.000000,1,3,rq_sjlx_1,,725,2024-12-17 15:06:56.142,725,2024-12-17 15:06:56.142,1,1,1,"1868915766150180865",1,,,,
"1868915766116626435","318148473000",RQ0101,20.000000,4,3,rq_sjlx_1,,725,2024-12-17 15:06:56.141,725,2024-12-17 15:06:56.141,1,1,1,"1868915766116626433",2,,,,
"1868915766116626434","318148473000",RQ0101,5.000000,1,3,rq_sjlx_1,,725,2024-12-17 15:06:56.141,725,2024-12-17 15:06:56.141,1,1,1,"1868915766116626433",1,,,,
"1993984132329451523",HD76_857_A1,RQ0101,80.000000,2,1,rq_sjlx_1,,7302,2025-11-27 18:03:58.242,7302,2025-11-27 18:03:58.242,1,1,1,"1993984132329451522",1,0.000,0.000,,
"1993984132367200259",HD76_857_A1,RQ0101,20.000000,2,2,rq_sjlx_1,,7302,2025-11-27 18:03:58.250,7302,2025-11-27 18:03:58.250,1,1,1,"1993984132367200258",1,0.000,0.000,,
"1993984132367200260",HD76_857_A1,RQ0101,80.000000,4,2,rq_sjlx_1,,7302,2025-11-27 18:03:58.250,7302,2025-11-27 18:03:58.250,1,1,1,"1993984132367200258",2,0.000,0.000,,
"1993984132396560386",HD76_857_A1,RQ0101,10.000000,1,3,rq_sjlx_1,,7302,2025-11-27 18:03:58.257,7302,2025-11-27 18:03:58.257,1,1,1,"1993984132396560385",1,0.000,0.000,,
"1993984132396560387",HD76_857_A1,RQ0101,20.000000,4,3,rq_sjlx_1,,7302,2025-11-27 18:03:58.257,7302,2025-11-27 18:03:58.257,1,1,1,"1993984132396560385",2,0.000,0.000,,
"1993985579888619523",HD76_833_A1,RQ0101,80.000000,2,1,rq_sjlx_1,,7302,2025-11-27 18:09:43.366,7302,2025-11-27 18:09:43.366,1,1,1,"1993985579888619522",1,0.000,0.000,,
"1993985579913785346",HD76_833_A1,RQ0101,20.000000,2,2,rq_sjlx_1,,7302,2025-11-27 18:09:43.371,7302,2025-11-27 18:09:43.371,1,1,1,"1993985579913785345",1,0.000,0.000,,
"1993985579913785347",HD76_833_A1,RQ0101,80.000000,4,2,rq_sjlx_1,,7302,2025-11-27 18:09:43.371,7302,2025-11-27 18:09:43.371,1,1,1,"1993985579913785345",2,0.000,0.000,,
"1993985579934756866",HD76_833_A1,RQ0101,10.000000,1,3,rq_sjlx_1,,7302,2025-11-27 18:09:43.376,7302,2025-11-27 18:09:43.376,1,1,1,"1993985579934756865",1,0.000,0.000,,
"1993985579934756867",HD76_833_A1,RQ0101,20.000000,4,3,rq_sjlx_1,,7302,2025-11-27 18:09:43.377,7302,2025-11-27 18:09:43.377,1,1,1,"1993985579934756865",2,0.000,0.000,,
"1994215601786269699",HD76_153_A1,RQ0101,80.000000,1,1,rq_sjlx_1,,7302,2025-11-28 09:23:44.860,7302,2025-11-28 09:23:44.860,1,1,1,"1994215601786269698",1,0.000,0.000,,
"1994215601815629827",HD76_153_A1,RQ0101,20.000000,1,2,rq_sjlx_1,,7302,2025-11-28 09:23:44.868,7302,2025-11-28 09:23:44.868,1,1,1,"1994215601815629826",1,0.000,0.000,,
"1994215601815629828",HD76_153_A1,RQ0101,80.000000,5,2,rq_sjlx_1,,7302,2025-11-28 09:23:44.868,7302,2025-11-28 09:23:44.868,1,1,1,"1994215601815629826",2,0.000,0.000,,
"1994215601870155779",HD76_153_A1,RQ0101,10.000000,1,3,rq_sjlx_1,,7302,2025-11-28 09:23:44.880,7302,2025-11-28 09:23:44.880,1,1,1,"1994215601870155778",1,0.000,0.000,,
"1994215601870155780",HD76_153_A1,RQ0101,20.000000,5,3,rq_sjlx_1,,7302,2025-11-28 09:23:44.880,7302,2025-11-28 09:23:44.880,1,1,1,"1994215601870155778",2,0.000,0.000,,
"1994216228377538562",HD76_247_A1,RQ0101,20.000000,2,2,rq_sjlx_1,,7302,2025-11-28 09:26:14.252,7302,2025-11-28 09:26:14.252,1,1,1,"1994216228377538561",1,0.000,0.000,,
"1994216228377538563",HD76_247_A1,RQ0101,80.000000,4,2,rq_sjlx_1,,7302,2025-11-28 09:26:14.252,7302,2025-11-28 09:26:14.252,1,1,1,"1994216228377538561",2,0.000,0.000,,
"1994216228419481602",HD76_247_A1,RQ0101,10.000000,1,3,rq_sjlx_1,,7302,2025-11-28 09:26:14.261,7302,2025-11-28 09:26:14.261,1,1,1,"1994216228419481601",1,0.000,0.000,,
"1994216228419481603",HD76_247_A1,RQ0101,20.000000,4,3,rq_sjlx_1,,7302,2025-11-28 09:26:14.261,7302,2025-11-28 09:26:14.261,1,1,1,"1994216228419481601",2,0.000,0.000,,
"1994216228209766403",HD76_247_A1,RQ0101,80.000000,2,1,rq_sjlx_1,,7302,2025-11-28 09:26:14.236,7302,2025-11-28 09:26:14.236,1,1,1,"1994216228209766402",1,0.000,0.000,,
"1994220174005448707",HD76_420_A1,RQ0101,80.000000,1,1,rq_sjlx_1,,7302,2025-11-28 09:41:54.962,7302,2025-11-28 09:41:54.962,1,1,1,"1994220174005448706",1,0.000,0.000,,
"1994220174093529090",HD76_420_A1,RQ0101,20.000000,1,2,rq_sjlx_1,,7302,2025-11-28 09:41:54.984,7302,2025-11-28 09:41:54.984,1,1,1,"1994220174093529089",1,0.000,0.000,,
"1994220174093529091",HD76_420_A1,RQ0101,80.000000,5,2,rq_sjlx_1,,7302,2025-11-28 09:41:54.984,7302,2025-11-28 09:41:54.984,1,1,1,"1994220174093529089",2,0.000,0.000,,
"1994220174127083522",HD76_420_A1,RQ0101,10.000000,1,3,rq_sjlx_1,,7302,2025-11-28 09:41:54.990,7302,2025-11-28 09:41:54.990,1,1,1,"1994220174127083521",1,0.000,0.000,,
"1994220174127083523",HD76_420_A1,RQ0101,20.000000,5,3,rq_sjlx_1,,7302,2025-11-28 09:41:54.990,7302,2025-11-28 09:41:54.990,1,1,1,"1994220174127083521",2,0.000,0.000,,
"1994221138070417411",HD76_401_A1,RQ0101,80.000000,2,1,rq_sjlx_1,,7302,2025-11-28 09:45:44.815,7302,2025-11-28 09:45:44.815,1,1,1,"1994221138070417410",1,0.000,0.000,,
"1994221138116554755",HD76_401_A1,RQ0101,20.000000,2,2,rq_sjlx_1,,7302,2025-11-28 09:45:44.824,7302,2025-11-28 09:45:44.824,1,1,1,"1994221138116554754",1,0.000,0.000,,
"1994221138116554756",HD76_401_A1,RQ0101,80.000000,4,2,rq_sjlx_1,,7302,2025-11-28 09:45:44.824,7302,2025-11-28 09:45:44.824,1,1,1,"1994221138116554754",2,0.000,0.000,,
"1994221138158497795",HD76_401_A1,RQ0101,10.000000,1,3,rq_sjlx_1,,7302,2025-11-28 09:45:44.834,7302,2025-11-28 09:45:44.834,1,1,1,"1994221138158497794",1,0.000,0.000,,
"1994221138158497796",HD76_401_A1,RQ0101,20.000000,4,3,rq_sjlx_1,,7302,2025-11-28 09:45:44.834,7302,2025-11-28 09:45:44.835,1,1,1,"1994221138158497794",2,0.000,0.000,,
"1994218412347437059",HD76_389_A1,RQ0101,80.000000,2,1,rq_sjlx_1,,7302,2025-11-28 09:34:54.973,7302,2025-11-28 09:34:54.973,1,1,1,"1994218412347437058",1,0.000,0.000,,
"1994218412766867459",HD76_389_A1,RQ0101,20.000000,2,2,rq_sjlx_1,,7302,2025-11-28 09:34:55.094,7302,2025-11-28 09:34:55.094,1,1,1,"1994218412766867458",1,0.000,0.000,,
"1994218412766867460",HD76_389_A1,RQ0101,80.000000,4,2,rq_sjlx_1,,7302,2025-11-28 09:34:55.094,7302,2025-11-28 09:34:55.094,1,1,1,"1994218412766867458",2,0.000,0.000,,
"2000467532129148931",HD76_671_A1,RQ0101,80.000000,2,1,rq_sjlx_1,,644,2025-12-15 15:26:41.219,644,2025-12-15 15:26:41.219,1,1,1,"2000467532129148930",1,0.000,0.000,,
"1864180839055785988","311077893000",RQ0101,80.000000,4,2,rq_sjlx_1,,1,2024-12-04 13:32:01.514,1,2024-12-04 13:32:01.514,1,1,1,"1864180839055785986",2,,,,
"1864180839055785987","311077893000",RQ0101,20.000000,1,2,rq_sjlx_1,,1,2024-12-04 13:32:01.514,1,2024-12-04 13:32:01.514,1,1,1,"1864180839055785986",1,,,,
"1864180436624904196","1000000000000264807",RQ0101,20.000000,4,3,rq_sjlx_1,,1,2024-12-04 13:30:25.592,1,2024-12-04 13:30:25.592,1,1,1,"1864180436624904194",2,,,,
"1864180436624904195","1000000000000264807",RQ0101,0.000000,1,3,rq_sjlx_1,,1,2024-12-04 13:30:25.592,1,2024-12-04 13:30:25.592,1,1,1,"1864180436624904194",1,,,,
"1880768002908151811","45000688299700000000000000000000",RQ0101,100.000000,5,1,rq_sjlx_1,,3206,2025-01-19 08:03:29.586,3206,2025-01-19 08:03:29.586,1,1,1,"1880768002908151809",2,,,,
"1880768002908151810","45000688299700000000000000000000",RQ0101,80.000000,2,1,rq_sjlx_1,,3206,2025-01-19 08:03:29.586,3206,2025-01-19 08:03:29.586,1,1,1,"1880768002908151809",1,,,,
"1868915675611947011","311104533000",RQ0101,20.000000,4,3,rq_sjlx_1,,725,2024-12-17 15:06:34.560,725,2024-12-17 15:06:34.560,1,1,1,"1868915675611947009",2,,,,
"1868915675611947010","311104533000",RQ0101,5.000000,1,3,rq_sjlx_1,,725,2024-12-17 15:06:34.560,725,2024-12-17 15:06:34.560,1,1,1,"1868915675611947009",1,,,,
"1868915675632918531","311104623000",RQ0101,20.000000,4,3,rq_sjlx_1,,725,2024-12-17 15:06:34.562,725,2024-12-17 15:06:34.562,1,1,1,"1868915675632918529",2,,,,
"1868915675632918530","311104623000",RQ0101,5.000000,1,3,rq_sjlx_1,,725,2024-12-17 15:06:34.562,725,2024-12-17 15:06:34.562,1,1,1,"1868915675632918529",1,,,,
"1864526224102248451",WZGCKRBJ01-7549,RQ0101,80.000000,4,2,rq_sjlx_1,,2570,2024-12-05 12:24:27.752,2570,2024-12-05 12:24:27.752,1,1,1,"1864526224102248449",2,,,,
"1864526224102248450",WZGCKRBJ01-7549,RQ0101,20.000000,1,2,rq_sjlx_1,,2570,2024-12-05 12:24:27.752,2570,2024-12-05 12:24:27.752,1,1,1,"1864526224102248449",1,,,,
"1868915766158569475","318148603000",RQ0101,20.000000,4,3,rq_sjlx_1,,725,2024-12-17 15:06:56.142,725,2024-12-17 15:06:56.143,1,1,1,"1868915766158569473",2,,,,
"1868915766158569474","318148603000",RQ0101,5.000000,1,3,rq_sjlx_1,,725,2024-12-17 15:06:56.142,725,2024-12-17 15:06:56.142,1,1,1,"1868915766158569473",1,,,,
"1864180839030620164","311077823000",RQ0101,80.000000,4,2,rq_sjlx_1,,1,2024-12-04 13:32:01.513,1,2024-12-04 13:32:01.513,1,1,1,"1864180839030620162",2,,,,
"1864180839030620163","311077823000",RQ0101,20.000000,1,2,rq_sjlx_1,,1,2024-12-04 13:32:01.513,1,2024-12-04 13:32:01.513,1,1,1,"1864180839030620162",1,,,,
"1880768002966872068","91107150300000000000000000000000",RQ0101,100.000000,5,1,rq_sjlx_1,,3206,2025-01-19 08:03:29.589,3206,2025-01-19 08:03:29.589,1,1,1,"1880768002966872066",2,,,,
"1880768002966872067","91107150300000000000000000000000",RQ0101,80.000000,2,1,rq_sjlx_1,,3206,2025-01-19 08:03:29.589,3206,2025-01-19 08:03:29.589,1,1,1,"1880768002966872066",1,,,,
"1868915455142539268","311078243000",RQ0101,20.000000,4,3,rq_sjlx_1,,725,2024-12-17 15:05:41.966,725,2024-12-17 15:05:41.966,1,1,1,"1868915455142539266",2,,,,
"1868915455142539267","311078243000",RQ0101,5.000000,1,3,rq_sjlx_1,,725,2024-12-17 15:05:41.966,725,2024-12-17 15:05:41.966,1,1,1,"1868915455142539266",1,,,,
"1864180839047397379","311077873000",RQ0101,80.000000,4,2,rq_sjlx_1,,1,2024-12-04 13:32:01.514,1,2024-12-04 13:32:01.514,1,1,1,"1864180839047397377",2,,,,
"1864180839047397378","311077873000",RQ0101,20.000000,1,2,rq_sjlx_1,,1,2024-12-04 13:32:01.514,1,2024-12-04 13:32:01.514,1,1,1,"1864180839047397377",1,,,,
"1864181049484017668","311078223000",RQ0101,80.000000,4,2,rq_sjlx_1,,1,2024-12-04 13:32:51.723,1,2024-12-04 13:32:51.723,1,1,1,"1864181049484017666",2,,,,
"1864181049484017667","311078223000",RQ0101,20.000000,1,2,rq_sjlx_1,,1,2024-12-04 13:32:51.723,1,2024-12-04 13:32:51.723,1,1,1,"1864181049484017666",1,,,,
"1864505701876011012",XZGCXLBJ09-112,RQ0101,20.000000,4,3,rq_sjlx_1,,2570,2024-12-05 11:02:54.827,2570,2024-12-05 11:02:54.827,1,1,1,"1864505701876011010",2,,,,
"1864505701876011011",XZGCXLBJ09-112,RQ0101,10.000000,1,3,rq_sjlx_1,,2570,2024-12-05 11:02:54.827,2570,2024-12-05 11:02:54.827,1,1,1,"1864505701876011010",1,,,,
"1868915766070489092","318145863000",RQ0101,20.000000,4,3,rq_sjlx_1,,725,2024-12-17 15:06:56.138,725,2024-12-17 15:06:56.138,1,1,1,"1868915766070489090",2,,,,
"1868915766070489091","318145863000",RQ0101,5.000000,1,3,rq_sjlx_1,,725,2024-12-17 15:06:56.138,725,2024-12-17 15:06:56.138,1,1,1,"1868915766070489090",1,,,,
"1880767628415524868","00000000000000000863569063185540",RQ0101,100.000000,5,1,rq_sjlx_1,,3206,2025-01-19 08:02:00.302,3206,2025-01-19 08:02:00.302,1,1,1,"1880767628415524866",2,,,,
"1880767628415524867","00000000000000000863569063185540",RQ0101,80.000000,2,1,rq_sjlx_1,,3206,2025-01-19 08:02:00.302,3206,2025-01-19 08:02:00.302,1,1,1,"1880767628415524866",1,,,,
"1868915455192870915","311095983000",RQ0101,20.000000,4,3,rq_sjlx_1,,725,2024-12-17 15:05:41.969,725,2024-12-17 15:05:41.969,1,1,1,"1868915455192870913",2,,,,
"1868915455192870914","311095983000",RQ0101,5.000000,1,3,rq_sjlx_1,,725,2024-12-17 15:05:41.969,725,2024-12-17 15:05:41.969,1,1,1,"1868915455192870913",1,,,,
"2019640946953687042",SZS320000RQ2025111795336323,RQ0101,80.000000,2,1,rq_sjlx_1,,3918,2026-02-06 13:14:59.533,3918,2026-02-06 13:14:59.533,1,1,1,"2019640946953687041",1,0.000,0.000,,
"1880447626676162563","00000000000000000863569063152631",RQ0101,40.000000,5,3,rq_sjlx_1,,3206,2025-01-18 10:50:25.946,3206,2025-01-18 10:50:25.946,1,1,1,"1880447626676162561",2,,,,
"1880447626676162562","00000000000000000863569063152631",RQ0101,20.000000,1,3,rq_sjlx_1,,3206,2025-01-18 10:50:25.946,3206,2025-01-18 10:50:25.946,1,1,1,"1880447626676162561",1,,,,
"2019640947071127555",SZS320000RQ2025111795336323,RQ0101,50.000000,2,2,rq_sjlx_1,,3918,2026-02-06 13:14:59.561,3918,2026-02-06 13:14:59.561,1,1,1,"2019640947071127554",1,0.000,0.000,,
"2019640947071127556",SZS320000RQ2025111795336323,RQ0101,80.000000,4,2,rq_sjlx_1,,3918,2026-02-06 13:14:59.561,3918,2026-02-06 13:14:59.561,1,1,1,"2019640947071127554",2,0.000,0.000,,
"2019640947234705411",SZS320000RQ2025111795336323,RQ0101,20.000000,2,3,rq_sjlx_1,,3918,2026-02-06 13:14:59.600,3918,2026-02-06 13:14:59.600,1,1,1,"2019640947234705410",1,0.000,0.000,,
"2019640947234705412",SZS320000RQ2025111795336323,RQ0101,50.000000,4,3,rq_sjlx_1,,3918,2026-02-06 13:14:59.600,3918,2026-02-06 13:14:59.600,1,1,1,"2019640947234705410",2,0.000,0.000,,
"2019642514398646275","8601370762955330003",RQ0101,80.000000,2,1,rq_sjlx_1,,3915,2026-02-06 13:21:13.237,3915,2026-02-06 13:21:13.237,1,1,1,"2019642514398646274",1,0.000,0.000,,
"2019642514432200707","8601370762955330003",RQ0101,50.000000,2,2,rq_sjlx_1,,3915,2026-02-06 13:21:13.244,3915,2026-02-06 13:21:13.244,1,1,1,"2019642514432200706",1,0.000,0.000,,
"2019642514432200708","8601370762955330003",RQ0101,80.000000,4,2,rq_sjlx_1,,3915,2026-02-06 13:21:13.244,3915,2026-02-06 13:21:13.244,1,1,1,"2019642514432200706",2,0.000,0.000,,
"2019642514465755138","8601370762955330003",RQ0101,20.000000,2,3,rq_sjlx_1,,3915,2026-02-06 13:21:13.252,3915,2026-02-06 13:21:13.252,1,1,1,"2019642514465755137",1,0.000,0.000,,
"2019642514465755139","8601370762955330003",RQ0101,50.000000,4,3,rq_sjlx_1,,3915,2026-02-06 13:21:13.252,3915,2026-02-06 13:21:13.252,1,1,1,"2019642514465755137",2,0.000,0.000,,
"1868915675750359044","318118283000",RQ0101,20.000000,4,3,rq_sjlx_1,,725,2024-12-17 15:06:34.567,725,2024-12-17 15:06:34.567,1,1,1,"1868915675750359042",2,,,,
"1868915675750359043","318118283000",RQ0101,5.000000,1,3,rq_sjlx_1,,725,2024-12-17 15:06:34.567,725,2024-12-17 15:06:34.567,1,1,1,"1868915675750359042",1,,,,
"1868915455213842435","311096463000",RQ0101,20.000000,4,3,rq_sjlx_1,,725,2024-12-17 15:05:41.971,725,2024-12-17 15:05:41.971,1,1,1,"1868915455213842433",2,,,,
"1868915455213842434","311096463000",RQ0101,5.000000,1,3,rq_sjlx_1,,725,2024-12-17 15:05:41.971,725,2024-12-17 15:05:41.971,1,1,1,"1868915455213842433",1,,,,
"1864181459955449859","311119513000",RQ0101,80.000000,4,2,rq_sjlx_1,,1,2024-12-04 13:34:29.580,1,2024-12-04 13:34:29.580,1,1,1,"1864181459955449857",2,,,,
"1864181459955449858","311119513000",RQ0101,20.000000,1,2,rq_sjlx_1,,1,2024-12-04 13:34:29.580,1,2024-12-04 13:34:29.580,1,1,1,"1864181459955449857",1,,,,
"1880454353383514115","31102426300000000000000000000000",RQ0101,80.000000,4,2,rq_sjlx_1,,3206,2025-01-18 11:17:09.720,3206,2025-01-18 11:17:09.720,1,1,1,"1880454353383514113",2,,,,
"1880454353383514114","31102426300000000000000000000000",RQ0101,40.000000,1,2,rq_sjlx_1,,3206,2025-01-18 11:17:09.720,3206,2025-01-18 11:17:09.720,1,1,1,"1880454353383514113",1,,,,
"1864181049576292355","311096183000",RQ0101,80.000000,4,2,rq_sjlx_1,,1,2024-12-04 13:32:51.727,1,2024-12-04 13:32:51.727,1,1,1,"1864181049576292353",2,,,,
"1864181049576292354","311096183000",RQ0101,20.000000,1,2,rq_sjlx_1,,1,2024-12-04 13:32:51.727,1,2024-12-04 13:32:51.727,1,1,1,"1864181049576292353",1,,,,
"1864505252313812996",XZGCXLBJ03-106,RQ0101,20.000000,4,3,rq_sjlx_1,,2570,2024-12-05 11:01:07.644,2570,2024-12-05 11:01:07.644,1,1,1,"1864505252313812994",2,,,,
"1864505252313812995",XZGCXLBJ03-106,RQ0101,10.000000,1,3,rq_sjlx_1,,2570,2024-12-05 11:01:07.644,2570,2024-12-05 11:01:07.644,1,1,1,"1864505252313812994",1,,,,
"1864181049500794884","311078263000",RQ0101,80.000000,4,2,rq_sjlx_1,,1,2024-12-04 13:32:51.723,1,2024-12-04 13:32:51.723,1,1,1,"1864181049500794882",2,,,,
"1864181049500794883","311078263000",RQ0101,20.000000,1,2,rq_sjlx_1,,1,2024-12-04 13:32:51.723,1,2024-12-04 13:32:51.723,1,1,1,"1864181049500794882",1,,,,
"1864183289053609987",YQ-RQ-01-0015,RQ0101,20.000000,4,3,rq_sjlx_1,,1,2024-12-04 13:41:45.667,1,2024-12-04 13:41:45.667,1,1,1,"1864183289053609985",2,,,,
"1864183289053609986",YQ-RQ-01-0015,RQ0101,0.000000,1,3,rq_sjlx_1,,1,2024-12-04 13:41:45.667,1,2024-12-04 13:41:45.667,1,1,1,"1864183289053609985",1,,,,
"2019646762838528003",SZS320000RQ202511172fab7c13,RQ0101,80.000000,2,1,rq_sjlx_1,,3915,2026-02-06 13:38:06.145,3915,2026-02-06 13:38:06.145,1,1,1,"2019646762838528002",1,0.000,0.000,,
"2019646762880471042",SZS320000RQ202511172fab7c13,RQ0101,50.000000,2,2,rq_sjlx_1,,3915,2026-02-06 13:38:06.155,3915,2026-02-06 13:38:06.155,1,1,1,"2019646762880471041",1,0.000,0.000,,
"2019646762880471043",SZS320000RQ202511172fab7c13,RQ0101,80.000000,4,2,rq_sjlx_1,,3915,2026-02-06 13:38:06.155,3915,2026-02-06 13:38:06.155,1,1,1,"2019646762880471041",2,0.000,0.000,,
"2019646762930802691",SZS320000RQ202511172fab7c13,RQ0101,20.000000,2,3,rq_sjlx_1,,3915,2026-02-06 13:38:06.167,3915,2026-02-06 13:38:06.167,1,1,1,"2019646762930802690",1,0.000,0.000,,
"2019646762930802692",SZS320000RQ202511172fab7c13,RQ0101,50.000000,4,3,rq_sjlx_1,,3915,2026-02-06 13:38:06.167,3915,2026-02-06 13:38:06.167,1,1,1,"2019646762930802690",2,0.000,0.000,,
"2019646839128723458",SZS320000RQ202511174d1ede86,RQ0101,80.000000,2,1,rq_sjlx_1,,3915,2026-02-06 13:38:24.333,3915,2026-02-06 13:38:24.334,1,1,1,"2019646839128723457",1,0.000,0.000,,
"2019646839225192450",SZS320000RQ202511174d1ede86,RQ0101,50.000000,2,2,rq_sjlx_1,,3915,2026-02-06 13:38:24.355,3915,2026-02-06 13:38:24.355,1,1,1,"2019646839225192449",1,0.000,0.000,,
"2019646839225192451",SZS320000RQ202511174d1ede86,RQ0101,80.000000,4,2,rq_sjlx_1,,3915,2026-02-06 13:38:24.355,3915,2026-02-06 13:38:24.355,1,1,1,"2019646839225192449",2,0.000,0.000,,
"1864181459905118212","311107633000",RQ0101,80.000000,4,2,rq_sjlx_1,,1,2024-12-04 13:34:29.577,1,2024-12-04 13:34:29.577,1,1,1,"1864181459905118210",2,,,,
"1864181459905118211","311107633000",RQ0101,20.000000,1,2,rq_sjlx_1,,1,2024-12-04 13:34:29.577,1,2024-12-04 13:34:29.577,1,1,1,"1864181459905118210",1,,,,
"1864183496633909251",YQ-RQ-01-0070,RQ0101,80.000000,4,2,rq_sjlx_1,,1,2024-12-04 13:42:35.156,1,2024-12-04 13:42:35.156,1,1,1,"1864183496633909249",2,,,,
"1864183496633909250",YQ-RQ-01-0070,RQ0101,20.000000,1,2,rq_sjlx_1,,1,2024-12-04 13:42:35.156,1,2024-12-04 13:42:35.156,1,1,1,"1864183496633909249",1,,,,
"2019646839262941186",SZS320000RQ202511174d1ede86,RQ0101,20.000000,2,3,rq_sjlx_1,,3915,2026-02-06 13:38:24.364,3915,2026-02-06 13:38:24.364,1,1,1,"2019646839262941185",1,0.000,0.000,,
"2019646839262941187",SZS320000RQ202511174d1ede86,RQ0101,50.000000,4,3,rq_sjlx_1,,3915,2026-02-06 13:38:24.364,3915,2026-02-06 13:38:24.364,1,1,1,"2019646839262941185",2,0.000,0.000,,
"2019646896062205954",SZS320000RQ20251117984a5f2b,RQ0101,80.000000,2,1,rq_sjlx_1,,3915,2026-02-06 13:38:37.907,3915,2026-02-06 13:38:37.907,1,1,1,"2019646896062205953",1,0.000,0.000,,
"2019646896104148995",SZS320000RQ20251117984a5f2b,RQ0101,50.000000,2,2,rq_sjlx_1,,3915,2026-02-06 13:38:37.916,3915,2026-02-06 13:38:37.916,1,1,1,"2019646896104148994",1,0.000,0.000,,
"2019646896104148996",SZS320000RQ20251117984a5f2b,RQ0101,80.000000,4,2,rq_sjlx_1,,3915,2026-02-06 13:38:37.916,3915,2026-02-06 13:38:37.916,1,1,1,"2019646896104148994",2,0.000,0.000,,
"2019646896141897730",SZS320000RQ20251117984a5f2b,RQ0101,20.000000,2,3,rq_sjlx_1,,3915,2026-02-06 13:38:37.925,3915,2026-02-06 13:38:37.925,1,1,1,"2019646896141897729",1,0.000,0.000,,
"2019646896141897731",SZS320000RQ20251117984a5f2b,RQ0101,50.000000,4,3,rq_sjlx_1,,3915,2026-02-06 13:38:37.925,3915,2026-02-06 13:38:37.925,1,1,1,"2019646896141897729",2,0.000,0.000,,
"2019646989989449731",SZS320000RQ20251117d23565e1,RQ0101,80.000000,2,1,rq_sjlx_1,,3915,2026-02-06 13:39:00.300,3915,2026-02-06 13:39:00.300,1,1,1,"2019646989989449730",1,0.000,0.000,,
